,class,tweet
19720,1,RT bitch A cup boob need stop wast money bra buy tank top like rest homi
19721,1,RT cant tell anyth bitch im one click away googl time
19722,1,RT swear care bout everyth bitch
19723,1,RT fuck hoe I bigger problem like cook hous lol
19724,1,RT fuck hoe I bigger problem like ever cook hous lmao
19725,1,RT lol fake bitch
19726,1,RT vibe bitch feel good slowjam neveradullmo withthesebitch
19727,1,RT hoe gish road lookin like talkin bout 5 dolla sucki sucki
19728,2,RT I want chang excit shoot direct like color arrow fourth juli
19729,2,RT charli sheen engag porn star men health tip sex toy adult toy kiss
19730,1,RT like one retard fuck beaner stupid ass ex
19731,1,RT fuck faggot
19732,0,RT joshua faggot suspend ground
19733,1,RT whi alway bitch money job contribut anyth financi highest standard
19734,1,RT pretti bitch alway comin thru
19735,1,RT dese hoe aint loyal wal mart teamign hoodcomedi flytv lolatl bruh
19736,1,RT join 8 fuck given join bitch
19737,1,RT talk blahblah bye bitch
19738,1,RT ever look bitch tweet like bitch stfu
19739,2,RT funni rick scott accus charli crist chang posit everyth rick posit dictat corp
19740,1,RT everyday I turn cold heartless bitch
19741,1,RT trigger finger keep pussi wet thank
19742,1,RT hit bitch bottl
19743,1,RT niggaaaaaa bitch trip hard nigga realiz gonna grow amp regret fool
19744,2,RT hillbilli like sport
19745,1,RT leavin hope hoe
19746,1,RT fag
19747,1,RT pussi
19748,1,RT I say I stud fuck tranni let bitch strap muhfucka childish lol
19749,1,RT gotta straight forward hoe tell want jump
19750,2,RT vice presid biden amp wife florida today stump democrat charli crist bid governor
19751,2,RT pakistani christian coupl burnt aliv kasur punjab
19752,2,RT As nfl reportedli ask bird flip M I A anoth 15m let revisit column ridicul
19753,1,RT 24 found sloppi I tri drag car fight back bitch hea
19754,1,RT 28 basic bold hoe time
19755,0,RT hoe hoe
19756,1,RT lost erect found girlfriend pussi
19757,1,RT 1 day 39 day pot lent faggot
19758,1,RT damn wigga
19759,2,RT tweet remind time oreo milkshak run 1am morn
19760,1,RT imma get crew di fuckin fag 3hunnad real talk nigga turn
19761,0,RT fuuck jalen slow bitch
19762,1,RT real thing wors forc convers dumb bitch
19763,1,RT chantel side hoe bc appar lesbian IM done life month hate reason
19764,1,RT retard enough atleast I date bring birthday
19765,1,RT cheat accid hoe fallin bike accid I never seen bitch trip amp land dick
19766,1,RT hoe get boyfriend tweet break dawg lol
19767,1,RT bradshaw hoe
19768,1,RT kid boycottcriminalint lost fave program take belt bitch
19769,1,RT I weak ima go stalk lmfao U lucki bitch
19770,2,RT guy color eye
19771,2,RT saw dawn planet ape one better move I seen year I know I want ape
19772,1,RT like r u queer c mon jen u even need ask
19773,2,RT I feel lot ppl trash talk indi sound think genr v tend sound th
19774,2,RT anyth A disown ling ling
19775,2,RT dear oreo I hear watermelon flavor keep fake fruit flavor OF MY crisco sandwich love
19776,1,RT quot tweet funniest pic ya camera roll bitch start
19777,1,RT bitch
19778,1,RT everi femal trophi hoe certif complet
19779,1,RT also pussi shit offend u get twitter block go suck cock
19780,0,RT hey dicklick say im happili divorc bitter homophob im scare queer hate em fudg
19781,1,RT I want pussi make want pay bill sleep sunday morn away ruin life
19782,2,RT doe anyon know good pet sitter cle northeast ohio specif cat amp bird thank clepet neo clevelan
19783,1,RT yeah I think okay fuckin drop even joke abo
19784,1,RT yeah basic bitch thing mani straight white men know SO bore
19785,1,RT nippl pierc suppos girl person secret hoe get take selfi
19786,2,RT frowni eat browni
19787,0,RT jessica I afraid slit throat tomorrow
19788,2,RT red lost seri yanke stadium sinc 1961 world seri 76 08 12
19789,2,RT let crisi go wast dem exploit ebola trash repub oppos obama choic surgeon gen
19790,1,RT anxieti cunt
19791,1,RT I never watch brave heart cunt want freedom
19792,1,RT peopl write review comedi start I easili offend funni cunt
19793,2,RT I hope yanke game get rain tonight It go special atmospher game jeter deser
19794,1,RT US ghetto driven lib ideolog forg unionsamp bankrupt self serv Ds cater 2parasit tcot
19795,2,RT US ghetto driven liber ideolog forg union amp bankrupt self serv dem cater 2parasit tcot
19796,0,RT US ghetto driven liber ideolog forg union amp bankrupt self serv dem cater parasit tcot
19797,2,RT well I play flappi bird I know
19798,1,RT dear everyon use natur deodor work stinki bitch
19799,1,RT singl nooo nut bitch
19800,1,RT I know chubb talkin bout lmao definit hoe
19801,1,RT My main bitch side bitch mad I could give two fuck twofuck
19802,1,RT So I see one particip twitter purg pussi ihopeitssuposetobetonight
19803,1,RT still side hoe stfu
19805,2,RT aurora ghetto bello
19806,1,RT damn girl u straight hoe
19807,2,RT D emand E veryon M oney amp O bject C ollect R edistribut A mong T heir S upport
19808,1,RT well I felt sorri stupid still though bitch wont tri wit
19809,1,RT tbt halloween 2011 spoopi hoe pimp daddi
19810,1,RT bitch nooooo kim mine dream
19811,1,RT bitch I talk
19812,2,RT I bet new york yanke prog
19813,2,RT buzzfe male live citi buy meat plastic mock girl use gun go hunt manli
19814,1,RT dalli bitch bro I dilli exclus
19815,1,RT attent keshonna alexand best pussi world tast good asf
19816,1,RT much wife wet pussi want anoth dick big head
19817,1,RT fat bitch think cute
19818,2,RT sheryl crow mom
19819,0,RT kenni angri talk like ghetto black man I realli even think notic hahahahahahaha I laugh
19820,2,RT I drink unicorn tear say blond age well look like 20 ho
19821,1,RT If woman care get mad littl thing If handl deserv hoe
19822,1,RT noth I hate sneaki bitch
19823,1,RT bae alway bae even bae bae still bae therefor hoe move around pleas
19824,1,RT sit next ya girl ya side bitch text hey babe
19825,1,RT much math homework hoe
19826,1,RT 0 energi hoe
19827,1,RT hoe loyal plot twist
19828,1,RT I snatch bitch leisuuuur
19829,1,RT If hate peopl much go morph chihuahua sinc want littl whini bitch badli
19830,1,RT basic becom fearless bitch mad
19831,2,RT sir career tho apka wais bhi khatam ho chukka becom new amar singh tri public kejr
19832,1,RT seeee let bitch hop mention one time hear
19833,2,RT wish one girl guy like matter ike could wear sweat hair would sti
19834,1,RT If I bird would 1st person I shit
19835,1,RT aye bro kno shit go bitch solid af run free 1st
19836,1,RT free squaddd We bitch solid first block freee US
19837,1,RT give head amp kiss yo nigga ill bitch
19838,1,RT gone kill bitch nigga girl
19839,1,RT I kno bitch thot wanna meet momma
19840,2,RT may may trash take pictur togeth
19841,2,RT che wigga If put love make worth whileamp love back
19842,1,RT I nice I bitch hard 2 explain
19843,0,RT real put NO money nigga book chu buy bitch chanel hit puss
19844,1,RT bitch wanna fuck cuz dat molli got dem high
19845,1,RT Ya bitch got boddi act like dont count caus ya love lmaoo
19846,1,RT watch innoc muslim dude play muham must get ton pussi
19847,1,RT good pussi chang ya life
19848,1,RT guy say wear leg got ass amp I see pussi walk around muscl shirt without mu
19849,1,RT bet em doe hoe gon hoe shut hoe
19850,1,RT fag use emoji anyway one best friend amp never dull moment
19852,2,RT tornado siren atleast I die guy ho
19853,1,RT want thot thot girl get hang littl hoe wear
19855,1,RT bitch ass nigga
19856,1,RT I pretti sure call dude faggot
19857,1,RT hoe quick say fuck somebodi els bf make look bad want cooki
19858,2,RT If jeremi lin dunk lebron yanke cap celebr tebow front brett favr would espn exp
19859,0,RT I would rather fuck fat chick allow nigger hous
19860,1,RT bruh trash take yo ass back colleg
19861,1,RT peopl like bae real quick I like bitch play I cut
19862,1,RT someon love bitch ass someon love
19863,1,RT sudden bitch like soccer today lol
19864,1,RT basic bitch want
19865,1,RT ur ur friend bitch u hate walk past us n
19866,1,RT karma fuck good girl bitch end
19867,1,RT okay I kia middl name faggot dylan
19868,1,RT yall stay track pussi mile refus put effort control peen okay I guess whatev ke
19869,1,RT bitch thought
19870,1,RT bitch cute photogen
19871,0,RT new boyfriend everi week Tf doin hoe
19872,1,RT olivia bird believ shit scandalabc
19873,1,RT I wear bucket hat basic bitch
19874,1,RT gassin hoe BP
19875,1,RT see pretti girl like yassss slay hoe
19876,1,RT bitch got red cootche rover shit
19877,1,RT karma bitch make sure bitch beauti
19878,2,RT I also seen lot We democrat charli baker ad make want scr
19879,1,RT look put bitch place
19880,1,RT peopl call peopl hoe main one suck dick chalupa worri bout
19881,1,RT life short salti get u pussi happi
19882,1,RT im soooo bitch aint even funni lb
19883,2,RT pom stuff total porn
19884,1,RT I hate bitch
19885,1,RT yea dem hoe crazi
19886,1,RT real bitch like make sure get even lol
19887,1,RT fck broke bitch
19888,1,RT everi time come im never newwww bitch
19890,1,RT If ask everi bitch gay I sexual
19891,2,RT thank charli
19892,1,RT find lookin cuz busi likin 2 3 bitch time
19893,1,RT hate messi femal live mess like go sit somewher go get classi hoe
19894,1,RT got hold koala take selfi kangaroo saw bunch bad ass bird prey pet fuck emu today wtf
19895,2,RT cinci fan talk trash citi cle root like belong stillcl cleallday gobrown
19896,1,RT nobodi want pussi 25 nigga done
19897,1,RT jammer said thought mustard beat ho say abdullah beat whole time loooooool
19898,1,RT I tell shave pussi ugli
19899,0,RT No mom Im dramat immatur fuck mental problem bitch cunt
19900,2,RT son wyatt redneck mullet keep get red neck
19901,1,RT If I eat random bitch ass I eat iggi ass randomthought randomthot shitiwouldneverdo
19902,1,RT I hate dumb bitch swear happi need relationship honestli need revalu life
19903,2,RT I get trash talk 8 year old wtf
19904,1,RT fuck wrong w bitch late
19905,1,RT It joke bitch fix ya face
19906,1,RT It pussi I think gotta favorit nake pictur ever damn
19907,1,RT bitch gap I model yall bitch tell nothin
19908,0,RT It comfort nicca like say com tha ble smh
19909,1,RT femal think cute rude af time mean reason shit aint cute bitch
19910,1,RT unemploy nigga hoe
19911,1,RT I wish bitch would
19912,1,RT nigga cheat girl stalk call hoe move talk bout gave quick
19913,1,RT femal love steal someon boyfriend cute hoe need moral amp life goal
19914,1,RT arent bitch
19915,2,RT got smelt lot manur sing like hillbilli hankwilliam
19916,1,RT Me bitch favorit tweet
19917,1,RT pharmacist tell medicin readi 15 min wtf bitch 30 stillwai
19918,1,RT queer
19919,2,RT So want tell washington post charli crist democrat
19920,1,RT I bitch I hard handl I stubborn I attitud sorri peopl put
19921,2,RT I realli want browni hamp R ice latt boy blanket w movi sound prettttttti amazi
19922,1,RT black girl hoe caus fuck nigga money reveng dumb shit like
19923,1,RT man hoe familiar one minut team next minut ya
19924,1,RT I love bitch throw shade confirm someth right
19925,1,RT IM cri bitch go hard
19926,1,RT holder ask AG deal kind treatment tell whini littl bitch call alberto gonzal
19927,1,RT 4370 sunnyslop dr memphi tenn 38141 come get fuck ass lil skinni bitch love read skinni
19928,1,RT whatup wyd B chill squar wbu bitch wat u
19929,1,RT bitch nigga
19930,1,RT bitch eat pussi nigga
19931,1,RT exactli amp miss bitch
19932,1,RT If feel gotta parti everi weekend entertain ima assum embrac partak hoe like activ
19933,1,RT I never keep bitch caus I put hoze
19934,1,RT I one faggot hate word mine
19935,1,RT lowkey hoe life L
19936,1,RT I went gnc today cashier bitch sell chocol cake written face look
19937,1,RT I hate alway wanna smoke aint got money nigga bitch like bye falisha
19938,2,RT I watch 10min trash I feel like I wast valuabl minut life I never get b
19939,1,RT bitch flirt bae
19940,1,RT cant turn hoe husband either
19941,1,RT duh bitch
19942,1,RT scream like littl bitch lmaooo
19943,1,RT tri hard resist urg smack bitch
19945,2,RT love bird
19946,2,RT I wake middl night chug orang juic straight bottl sorri mom
19947,1,RT dese hoe ugli af talk bout I want yo boyfriend I could bitch look like boyfriend
19948,1,RT U dont like ya bitch
19949,0,RT queer ladi templar point
19950,1,RT call insecur u want fuck man need friendli bitch friend hoe
19951,1,RT bitch
19952,0,RT thi vine still funni shit mani nigger store
19953,1,RT look I bitch mind
19954,1,RT It noth cut bitch
19955,1,RT somebodi call ambul bitch die attent
19956,1,RT rock bitch beauti angel voic gaffeok
19957,1,RT eugen come watch run circl round rap game like name chip kelli bitch h
19958,1,RT dese hoe actin
19959,1,RT experi bitch shit pass bad 4nem
19960,1,RT wife dat bitch 2mani nigga fuck cliqu 2mani nigga actin rich dese boppin hoe dick maserati
19961,0,RT I fuck bitch nigga I fuck nigga bitch
19962,1,RT I hate bitch think crazi
19963,1,RT I hate wen hoe lie say I fuck em signedtothestreets2
19964,1,RT I need loyal bitch goofi bitch
19965,1,RT I finna bag I cut weak hoe
19966,1,RT ima pull eat pussi dip
19967,1,RT never kid fan bitch cop signedtothestreets2 lol
19968,1,RT No time play wit bitch
19969,2,RT S real fan wait want put trash like rapper signedtothestreets2 igo
19970,1,RT seem like dese bitch loyal
19971,1,RT bitch bitch
19972,1,RT peopl need mind busi bitch internet stop post shit
19973,1,RT A bitch get 20 000 follow boss start boutiqu wear shade public
19974,1,RT A good woman come around everi 3 bitch A good man come around well u get point
19975,1,RT come fall I cuffin side bitch Y time whole summer
19976,1,RT It good side bitch let nobodi tell u differ
19977,1,RT maaan hoe photoshop damn suppos nigga get catfish
19978,1,RT worri look like hoe gon regret u get older cuz u miss lot fun
19979,1,RT one good woman worth thousand bad bitch I still wanna fuck thousand bitch
